Price,Distance,Year
865000,6.4,2016
390000,6.4,2016
650000,6.4,2016
512000,6.4,2017
1165000,6.4,2016
1900000,6.4,2016
1485000,6.4,2016
1950000,6.4,2016
520000,13.8,2016
1525000,13.8,2016
720000,13.8,2016
1120000,13.8,2017
780000,13.8,2016
1780000,13.8,2016
630000,13.8,2016
406000,13.8,2016
660000,13.8,2016
683500,13.8,2016
580000,13.8,2016
1335000,13.8,2016
800000,13.8,2016
510000,13.8,2016
1070000,13.8,2016
425000,13.8,2016
605000,13.8,2016
705000,13.8,2017
391000,13.8,2017
440000,13.8,2017
845000,13.8,2017
743000,13.8,2016
730000,13.8,2016
635000,13.8,2016
620000,13.8,2016
447000,13.8,2016
730000,13.8,2016
678000,13.8,2016
580000,13.8,2016
712000,13.8,2016
840000,13.8,2017
980000,13.8,2016
605100,13.8,2016
880000,13.8,2016
577000,13.8,2016
1030000,13.8,2017
605000,13.8,2017
753000,13.8,2016
857000,13.8,2016
1500000,13.8,2016
730000,13.8,2016
900000,13.8,2016
740000,13.8,2016
931000,13.8,2016
535600,13.8,2016
1085000,11.1,2016
781000,11.1,2016
750000,11.1,2017
421000,11.1,2017
1405000,11.1,2017
683000,11.1,2016
623000,11.1,2016
720000,11.1,2016
588000,11.1,2016
710000,11.1,2016
875000,11.1,2016
700000,11.1,2016
640000,11.1,2017
650000,11.1,2016
675000,11.1,2016
708000,11.1,2016
965000,11.1,2016
680000,11.1,2016
770000,11.1,2016
923000,11.1,2016
693000,11.1,2016
620000,11.1,2016
728500,11.1,2016
931000,11.1,2016
988000,11.1,2016
590000,11.1,2016
610000,11.1,2016
815000,11.1,2017
970000,11.1,2017
760000,11.1,2016
847500,11.1,2016
1200000,11.1,2016
700000,11.1,2016
625000,11.1,2016
292000,11.1,2016
599000,6.3,2016
550000,6.3,2016
995000,6.3,2016
1205000,6.3,2016
1939000,6.3,2016
421500,6.3,2016
1870000,6.3,2017
678000,6.3,2017
1918000,6.3,2017
660000,6.3,2017
2050000,6.3,2017
700000,6.3,2016
3625000,6.3,2016
3000000,6.3,2016
1525000,6.3,2016
735000,6.3,2016
825000,6.3,2016
1586000,6.3,2016
645000,6.3,2016
1435000,6.3,2016
280000,6.3,2016
400000,6.3,2016
1780000,6.3,2016
592500,6.3,2016
1210000,6.3,2016
2801000,6.3,2016
390000,6.3,2016
1800000,6.3,2016
2200000,6.3,2016
324000,6.3,2016
5525000,6.3,2016
1125000,6.3,2016
2250000,6.3,2016
2360000,6.3,2017
1900000,6.3,2017
440000,6.3,2017
490000,6.3,2016
2365000,6.3,2016
1300000,6.3,2016
732000,6.3,2016
704000,6.3,2016
620000,6.3,2016
1900000,6.3,2016
315000,6.3,2016
450000,6.3,2016
710000,6.3,2017
872000,6.3,2017
598000,6.3,2017
1285000,6.3,2017
3660000,6.3,2017
520000,6.3,2016
3625000,6.3,2016
4200000,6.3,2016
1101000,6.3,2016
3512500,6.3,2016
2000000,6.3,2016
869000,6.3,2016
2810000,6.3,2016
565000,6.3,2016
567000,6.3,2016
546000,6.3,2016
471500,6.3,2016
455000,5.9,2016
940000,5.9,2016
467000,5.9,2016
1380000,5.9,2017
490000,5.9,2017
1850000,5.9,2017
1284000,5.9,2017
971000,5.9,2016
710000,5.9,2016
2425000,5.9,2016
750000,5.9,2016
1053000,5.9,2016
1377000,5.9,2016
970000,5.9,2016
940000,5.9,2016
751000,5.9,2016
950000,5.9,2016
685000,5.9,2016
1230000,5.9,2016
636500,5.9,2016
910000,5.9,2016
770000,5.9,2016
960000,5.9,2016
890000,5.9,2016
965000,5.9,2016
1440000,5.9,2017
955000,5.9,2017
450000,5.9,2016
801000,5.9,2016
1000000,5.9,2016
1435000,5.9,2016
390000,5.9,2016
1425000,5.9,2016
1340000,5.9,2016
955000,5.9,2016
1100000,5.9,2016
1255000,5.9,2016
432000,5.9,2016
1640000,5.9,2016
1430000,5.9,2016
610000,5.9,2016
940000,5.9,2016
890000,5.9,2016
1180000,5.9,2016
1480000,5.9,2016
1150000,5.9,2017
1350000,5.9,2017
1905000,5.9,2017
865000,5.9,2017
705000,5.9,2016
442000,5.9,2016
540000,5.9,2016
1037500,5.9,2016
1050000,5.9,2016
440000,5.9,2016
1010000,5.9,2016
1430000,5.9,2016
570000,5.9,2016
690000,5.9,2016
1291000,5.9,2016
1130000,5.9,2016
1135000,5.9,2016
950000,5.9,2016
790000,5.9,2016
390000,5.9,2017
1345000,5.9,2017
1381500,5.9,2017
940000,5.9,2016
995000,5.9,2016
1050000,5.9,2016
786000,5.9,2016
705000,5.9,2016
760000,5.9,2016
487500,5.9,2016
1000000,5.9,2016
1110000,5.9,2016
1300000,5.9,2016
1060000,5.9,2016
1410000,5.9,2016
1305000,5.9,2016
932500,5.9,2016
965000,5.9,2016
1215000,5.9,2016
545000,5.9,2016
1705000,5.9,2016
970000,5.9,2016
925000,5.9,2016
2650000,11,2016
1670000,11,2016
955000,11,2016
2050000,11,2016
500000,11,2017
1575000,11,2017
1555000,11,2016
1100000,11,2016
1337000,11,2016
2950000,11,2016
2215000,11,2016
1518000,11,2016
1710000,11,2016
1655000,11,2016
1550000,11,2016
1662000,11,2016
1665000,11,2016
1445000,11,2016
3510000,11,2017
968000,11,2016
900000,11,2016
1500000,11,2016
2752000,11,2016
1500000,11,2016
1800000,11,2017
1830000,11,2017
1415000,11,2016
1440000,11,2016
1250000,11,2016
1422000,11,2016
1600000,11,2016
1860000,11,2016
1710000,11,2016
1790000,11,2016
1950000,11,2016
1600000,11,2016
1320000,11,2016
1650000,11,2016
995000,12.2,2016
1250000,12.2,2016
1045000,12.2,2017
1200000,12.2,2017
1075000,12.2,2016
1500000,12.2,2016
1120000,12.2,2016
700000,12.2,2016
761000,12.2,2016
1270000,12.2,2016
1510000,12.2,2016
1365000,12.2,2016
1100000,12.2,2016
1415000,12.2,2016
690000,12.2,2016
1631000,12.2,2016
1500000,12.2,2016
1060000,12.2,2016
1529500,12.2,2016
600000,12.2,2017
535000,12.2,2016
785000,12.2,2016
1240000,12.2,2016
700000,12.2,2016
1350000,12.2,2016
1110000,12.2,2016
1305000,12.2,2017
855000,12.2,2017
900500,12.2,2016
1200000,12.2,2016
830000,12.2,2016
850000,10.5,2016
750000,10.5,2016
851000,10.5,2016
848000,10.5,2017
806000,10.5,2017
1155000,10.5,2016
670000,10.5,2016
1200000,10.5,2016
636000,10.5,2016
680000,10.5,2016
1160000,10.5,2016
750000,10.5,2016
627500,10.5,2016
880000,10.5,2016
950000,10.5,2016
1600000,10.5,2016
585000,10.5,2017
650000,10.5,2016
725000,10.5,2016
665000,10.5,2016
560500,10.5,2016
615000,10.5,2016
845000,10.5,2016
585000,10.5,2016
440000,10.5,2017
850000,10.5,2017
850000,10.5,2016
705000,10.5,2016
1100000,10.5,2016
892500,10.5,2016
695000,10.5,2016
522500,10.5,2016
680000,10.5,2016
500000,10.5,2016
550000,10.5,2016
730000,10.5,2017
875000,10.5,2017
850000,10.5,2017
635000,10.5,2016
762000,10.5,2016
411000,10.5,2016
790000,10.5,2016
605000,10.5,2016
805000,10.5,2016
890000,10.5,2016
795000,10.5,2016
634000,10.5,2016
642000,10.5,2016
863000,10.5,2016
740000,10.5,2016
1819000,6.6,2016
410000,6.6,2016
280000,6.6,2016
1015000,6.6,2016
502500,6.6,2016
520000,6.6,2016
442000,6.6,2016
1193000,6.6,2016
416000,6.6,2016
820000,6.6,2016
474000,6.6,2016
981000,6.6,2017
1690000,6.6,2017
540000,6.6,2016
1080000,6.6,2016
500000,6.6,2016
497500,6.6,2016
2100000,9.7,2016
1800000,9.7,2016
1255000,9.7,2016
1070000,9.7,2016
2570000,9.7,2016
2400000,9.7,2016
2200000,9.7,2016
3250000,9.7,2016
806000,9.7,2016
4000000,9.7,2016
1215000,9.7,2016
2250000,9.7,2016
812000,9.7,2017
1140000,9.7,2016
2330000,9.7,2016
2800000,9.7,2016
605000,9.7,2016
1255000,9.7,2016
1850000,9.7,2016
805000,9.7,2016
700000,9.7,2016
2130000,9.7,2016
500000,9.7,2016
2125000,9.7,2016
1800000,9.7,2016
635000,9.7,2016
526000,9.7,2016
390000,9.7,2016
905000,9.7,2016
1750000,9.7,2016
760000,9.7,2016
3180000,9.7,2016
1367000,9.7,2016
3600000,9.7,2016
2550000,9.7,2016
1400000,9.7,2016
3270000,9.7,2016
625000,9.7,2016
700000,9.7,2016
1860000,9.7,2016
2730000,9.7,2016
2020000,9.7,2016
460000,9.7,2016
2250000,9.7,2016
1053000,9.7,2016
1800000,9.7,2016
1472000,9.7,2016
2120000,9.7,2016
1910000,9.7,2016
754000,9.7,2017
3000000,9.7,2016
3400000,9.7,2016
2188000,9.7,2016
755000,9.7,2016
2900000,9.7,2016
3290000,9.7,2016
2665000,9.7,2016
1801000,9.7,2016
2410000,9.7,2016
650000,9.7,2016
2275000,9.7,2017
2810000,9.7,2017
1385000,9.7,2017
2000000,9.7,2016
1900000,9.7,2016
3401000,9.7,2016
1750000,9.7,2016
4000000,9.7,2016
1100000,9.7,2016
3020000,9.7,2016
2950000,9.7,2016
2450000,9.7,2016
1912000,9.7,2016
730000,9.7,2016
3900000,9.7,2016
1500000,9.7,2016
1850000,9.7,2016
1700000,9.7,2016
1010000,9.7,2016
1315000,9.2,2016
1500000,9.2,2016
3230000,9.2,2016
1080000,9.2,2016
1350000,9.2,2016
1905000,9.2,2016
3300000,9.2,2016
1900000,9.2,2016
2251000,9.2,2016
2205000,9.2,2016
1265000,9.2,2016
2000000,9.2,2017
1750000,9.2,2017
1450000,9.2,2017
2614000,9.2,2017
1825000,9.2,2017
2550000,9.2,2017
1570000,9.2,2016
3250000,9.2,2016
1750000,9.2,2016
1150000,9.2,2016
1575000,9.2,2016
1505000,9.2,2016
1572000,9.2,2016
1500000,9.2,2016
1400000,9.2,2016
1750000,9.2,2016
1850000,9.2,2016
1480000,9.2,2016
1400000,9.2,2016
2130000,9.2,2016
1050000,9.2,2016
3690000,9.2,2016
1740000,9.2,2016
2575000,9.2,2016
1388800,9.2,2016
1702000,9.2,2016
1800000,9.2,2016
2910000,9.2,2016
1400000,9.2,2016
860000,9.2,2016
1670000,9.2,2017
1500000,9.2,2016
2200000,9.2,2016
1350000,9.2,2016
2070000,9.2,2016
1300000,9.2,2016
1700000,9.2,2016
1750000,9.2,2016
980000,9.2,2016
1230000,9.2,2016
2600000,9.2,2016
1950000,9.2,2016
1750000,9.2,2016
2000000,9.2,2016
1480000,9.2,2016
3000000,9.2,2016
1818000,9.2,2016
2170000,9.2,2016
2525000,9.2,2016
3360000,9.2,2016
1620000,9.2,2016
1903000,9.2,2016
1712000,9.2,2016
1720000,9.2,2017
1670000,9.2,2017
1350000,9.2,2017
1675000,9.2,2017
1680000,9.2,2017
1800000,9.2,2016
1550000,9.2,2016
4000000,9.2,2016
2900000,9.2,2016
2205000,9.2,2016
1137000,9.2,2016
2100000,9.2,2016
1389000,9.2,2016
685000,9.2,2016
1900000,9.2,2016
1335000,9.2,2016
1600000,9.2,2016
1830000,9.2,2016
1900000,9.2,2016
1500000,9.2,2016
735000,9.2,2016
1040000,9.2,2016
1520000,9.2,2017
1250000,9.2,2017
1900000,9.2,2017
1875000,9.2,2016
1530000,9.2,2016
1700000,9.2,2016
1238000,9.2,2016
1320000,9.2,2016
560000,9.2,2016
1651000,9.2,2016
1920000,9.2,2016
1560000,9.2,2016
1550000,9.2,2016
1038000,9.2,2016
1660000,9.2,2016
1260000,9.2,2016
2000000,9.2,2016
2155000,9.2,2016
1225000,9.2,2016
2150000,9.2,2016
1770000,9.2,2016
691500,9.2,2016
1836000,9.2,2016
636000,13,2016
1275000,13,2016
875000,13,2016
895000,13,2016
1550000,13,2016
1420000,13,2016
1425000,13,2016
851000,13,2016
1222500,13,2016
1260000,13,2017
2700000,13,2016
900000,13,2016
1100000,13,2016
1005000,13,2016
1317500,13,2016
360000,13,2016
1435000,13,2016
1110000,13,2016
2435000,13,2016
1500000,13,2016
1300000,13,2016
855000,13,2016
1125000,13,2016
1135000,13,2016
867000,13,2016
1328000,13,2016
1340000,13,2016
1155000,13,2016
1275000,13,2016
770000,13,2016
855000,13,2016
1100000,13,2016
650000,13,2016
1815000,13,2016
2255000,13,2016
1470000,13,2017
420000,13,2016
855000,13,2016
1450000,13,2016
1200000,13,2016
1860000,13,2016
725000,13,2016
1293000,13,2016
1390000,13,2016
1400000,13,2016
1328000,13,2016
1247000,13,2016
1311000,13,2016
1100000,13,2016
1327500,13,2016
1560000,13,2016
1370000,13,2016
1100000,13,2016
1385000,13,2016
1275000,13,2016
1095000,13,2016
797500,13,2016
725000,13,2017
825000,13,2017
1235000,13,2017
1600000,13,2016
1165000,13,2016
1355000,13,2016
1910000,13,2016
1448000,13,2016
820000,13,2016
895000,13,2016
1041000,13,2016
1430000,13,2016
910000,13,2016
2520000,13,2016
1350000,13,2016
635000,13,2016
1280000,13,2017
1900000,13,2017
1230000,13,2017
1150000,13,2017
1650000,13,2016
670000,13,2016
680000,13,2016
1320000,13,2016
1380000,13,2016
1900000,13,2016
1535000,13,2016
1281000,13,2016
1096000,13,2016
1385000,13,2016
517500,13,2016
1245000,13,2016
503000,13,2016
2620000,13,2016
760000,13,2016
405000,13,2016
1410000,13.9,2016
760000,13.9,2016
825000,13.9,2016
746000,13.9,2016
580000,13.9,2016
1275000,13.9,2016
1206000,13.9,2016
1115000,13.9,2017
1190000,13.9,2017
1270000,13.9,2017
1025000,13.9,2017
740000,13.9,2017
1960000,13.9,2017
495000,13.9,2016
570000,13.9,2016
1220000,13.9,2016
885000,13.9,2016
830000,13.9,2016
1137500,13.9,2016
1100000,13.9,2016
1040000,13.9,2016
1210000,13.9,2016
1160000,13.9,2016
1215000,13.9,2016
1200000,13.9,2016
1050000,13.9,2016
950000,13.9,2016
380000,13.9,2016
689000,13.9,2016
1400000,13.9,2016
965000,13.9,2016
1338000,13.9,2016
800000,13.9,2016
651000,13.9,2016
920000,13.9,2016
1390000,13.9,2016
495000,13.9,2016
370000,13.9,2016
1100000,13.9,2016
1100000,13.9,2016
1355000,13.9,2016
1206000,13.9,2016
486500,13.9,2016
1010000,13.9,2016
899000,13.9,2016
1415000,13.9,2016
1185000,13.9,2016
1060000,13.9,2016
716000,13.9,2016
1550000,13.9,2016
840000,13.9,2016
1110000,13.9,2016
1106000,13.9,2016
845000,13.9,2016
860000,13.9,2016
1208000,13.9,2016
921000,13.9,2016
1165000,13.9,2016
1270000,13.9,2016
742500,13.9,2016
920000,13.9,2016
1307000,13.9,2016
1010000,13.9,2016
702000,13.9,2016
813000,13.9,2016
805000,13.9,2016
880000,13.9,2016
1100000,13.9,2016
1085000,13.9,2016
920000,13.9,2016
1050000,13.9,2016
1560000,13.9,2016
800000,13.9,2016
722000,13.9,2016
930000,13.9,2016
921000,13.9,2016
1035000,13.9,2016
720000,13.9,2016
1185000,13.9,2016
1352000,13.9,2016
1005000,13.9,2016
761000,13.9,2016
1600000,13.9,2016
1200000,13.9,2016
780000,13.9,2016
1250000,13.9,2016
750000,13.9,2016
1300000,13.9,2016
1475000,13.9,2016
1110000,13.9,2016
835000,13.9,2016
1690000,13.9,2016
791000,13.9,2016
900000,13.9,2016
1189000,13.9,2016
825000,13.9,2016
1030000,13.9,2017
970000,13.9,2017
930000,13.9,2017
1510000,13.9,2017
1240000,13.9,2017
823000,13.9,2017
1310000,13.9,2017
1475000,13.9,2017
950000,13.9,2017
1045000,13.9,2016
750000,13.9,2016
800000,13.9,2016
655000,13.9,2016
1550000,13.9,2016
835000,13.9,2016
1140000,13.9,2016
1120000,13.9,2016
1465000,13.9,2016
910000,13.9,2016
920000,13.9,2016
935000,13.9,2016
977000,13.9,2016
1352000,13.9,2016
1115000,13.9,2016
780000,13.9,2016
1115000,13.9,2016
1197000,13.9,2016
485000,13.9,2016
810000,13.9,2016
1365000,13.9,2016
700000,13.9,2016
1698888,13.9,2016
1150000,13.9,2016
340000,13.9,2016
1000000,13.9,2016
965000,13.9,2016
870000,13.9,2016
1405000,13.9,2016
1161000,13.9,2016
1266000,13.9,2016
700000,13.9,2016
1325000,13.9,2017
770000,13.9,2017
1110000,13.9,2017
380000,13.9,2017
1175000,13.9,2017
1200000,13.9,2017
1370000,13.9,2017
1433500,13.9,2017
1630000,13.9,2017
1360000,13.9,2017
900000,13.9,2016
860000,13.9,2016
772500,13.9,2016
1001000,13.9,2016
715000,13.9,2016
801000,13.9,2016
882000,13.9,2016
1180000,13.9,2016
840000,13.9,2016
710000,13.9,2016
1040000,13.9,2016
1550000,13.9,2016
930000,13.9,2016
790000,13.9,2016
1040000,13.9,2016
1020000,13.9,2016
670000,13.9,2016
800000,13.9,2016
1120000,13.9,2016
970000,13.9,2016
787500,13.9,2016
950000,13.9,2016
886000,13.9,2016
780000,13.9,2016
1015000,13.9,2016
830000,13.9,2016
1241000,13.9,2016
1255000,13.9,2016
1320000,13.9,2016
870000,13.9,2016
1472500,13.9,2016
640000,13.9,2016
1160000,13.9,2016
1306000,13.9,2016
1291000,13.9,2016
1620000,13.1,2016
645000,13.1,2017
790000,13.1,2017
880000,13.1,2017
1560000,13.1,2016
1715000,13.1,2016
1200000,13.1,2016
1760000,13.1,2016
288000,13.1,2016
948000,13.1,2016
2770000,13.1,2016
1412000,13.1,2016
465000,13.1,2016
975000,13.1,2016
1325000,13.1,2016
750000,13.1,2016
1400000,13.1,2016
1500000,13.1,2016
1600000,13.1,2016
616000,13.1,2016
1661000,13.1,2016
1461400,13.1,2016
775000,13.1,2016
1506000,13.1,2016
1670000,13.1,2016
340000,13.1,2017
4000000,13.1,2016
928000,13.1,2016
761000,13.1,2016
636000,13.1,2016
1625000,13.1,2016
1430000,13.1,2016
836000,13.1,2016
400000,13.1,2016
1170000,13.1,2016
1670000,13.1,2017
1351000,13.1,2016
857000,13.1,2016
822500,13.1,2016
560000,13.1,2016
420000,13.1,2016
870000,10.8,2016
645000,10.8,2016
502000,10.8,2017
495000,10.8,2016
660000,10.8,2016
868000,10.8,2016
645000,10.8,2016
652000,10.8,2016
850000,10.8,2016
570500,10.8,2016
575000,10.8,2016
882000,10.8,2016
730000,10.8,2017
670000,10.8,2016
585000,10.8,2016
826000,10.8,2016
610000,10.8,2016
696000,10.8,2017
660000,10.8,2016
579000,10.8,2016
856500,10.8,2016
510000,10.8,2016
765000,10.8,2017
475000,10.8,2017
550000,10.8,2016
505000,10.8,2016
495000,10.8,2016
680000,10.8,2016
565000,10.8,2016
697500,10.8,2016
1550000,11.2,2016
1635000,11.2,2016
1830000,11.2,2016
3695000,11.2,2016
536000,11.2,2016
3700000,11.2,2016
3775000,11.2,2016
1975000,11.2,2016
1300000,11.2,2017
1390000,11.2,2017
4250000,11.2,2017
2905000,11.2,2017
1300000,11.2,2017
1725000,11.2,2017
2266000,11.2,2017
2910000,11.2,2016
2100000,11.2,2016
2700000,11.2,2016
800000,11.2,2016
1750000,11.2,2016
1761000,11.2,2016
2600000,11.2,2016
1302500,11.2,2016
1900000,11.2,2016
2750000,11.2,2016
892500,11.2,2016
2145000,11.2,2016
3171000,11.2,2016
1910000,11.2,2016
1850000,11.2,2016
1067000,11.2,2016
1865000,11.2,2016
620000,11.2,2016
985000,11.2,2016
1475000,11.2,2016
502000,11.2,2016
700000,11.2,2016
2400000,11.2,2016
590000,11.2,2016
1650000,11.2,2016
1562500,11.2,2016
2050000,11.2,2016
3180000,11.2,2016
960000,11.2,2016
3320000,11.2,2016
2800000,11.2,2016
1602000,11.2,2016
1300000,11.2,2017
1100000,11.2,2016
1650000,11.2,2016
1102000,11.2,2016
575000,11.2,2016
1570000,11.2,2016
1411000,11.2,2016
4700000,11.2,2016
1785000,11.2,2016
1550000,11.2,2016
1875000,11.2,2016
2400000,11.2,2016
1266000,11.2,2016
826000,11.2,2016
2730000,11.2,2016
900000,11.2,2016
1962000,11.2,2016
3295888,11.2,2016
375000,11.2,2016
756000,11.2,2016
800000,11.2,2016
2100000,11.2,2016
1500000,11.2,2016
905500,11.2,2016
2375000,11.2,2016
2275000,11.2,2016
1385000,11.2,2016
1601000,11.2,2016
2020000,11.2,2016
1762000,11.2,2016
2450000,11.2,2017
858000,11.2,2017
1427000,11.2,2017
2517500,11.2,2017
2800000,11.2,2017
3700000,11.2,2016
1410000,11.2,2016
2475000,11.2,2016
2700000,11.2,2016
1005000,11.2,2016
3900000,11.2,2016
610000,11.2,2016
880000,11.2,2016
737000,11.2,2016
1532000,11.2,2016
1250000,11.2,2016
835000,11.2,2016
2320000,11.2,2016
2000000,11.2,2017
1230000,11.2,2017
2375000,11.2,2017
1037000,11.2,2017
3050000,11.2,2017
1630000,11.2,2017
1701000,11.2,2017
760000,11.2,2017
2640000,11.2,2016
850000,11.2,2016
671000,11.2,2016
2250000,11.2,2016
2900000,11.2,2016
1620000,11.2,2016
3550000,11.2,2016
2750000,11.2,2016
3751000,11.2,2016
1425000,11.2,2016
2405000,11.2,2016
1352500,11.2,2016
2030000,11.2,2016
3105000,11.2,2016
1171000,11.2,2016
1400000,11.2,2016
1600000,11.2,2016
1500000,11.2,2016
1940000,10.7,2016
1850000,10.7,2016
930000,10.7,2016
1310000,10.7,2016
1250000,10.7,2016
2504000,10.7,2016
700000,10.7,2016
750000,10.7,2016
1302500,10.7,2017
1445000,10.7,2017
980000,10.7,2016
1495000,10.7,2016
1825000,10.7,2016
1700000,10.7,2016
1400000,10.7,2016
1075000,10.7,2016
1860000,10.7,2016
1500000,10.7,2016
870000,10.7,2016
2000000,10.7,2016
1400000,10.7,2016
1300000,10.7,2016
1600000,10.7,2016
1780000,10.7,2016
1200000,10.7,2016
775000,10.7,2016
1480000,10.7,2016
2900000,10.7,2016
1590000,10.7,2016
2840000,10.7,2016
1580000,10.7,2016
1100000,10.7,2016
1000000,10.7,2016
2500000,10.7,2016
1700000,10.7,2016
1405000,10.7,2016
1290000,10.7,2016
3207000,10.7,2016
880000,10.7,2017
1920000,10.7,2017
1301000,10.7,2016
2570000,10.7,2016
2550000,10.7,2016
1915000,10.7,2016
1650000,10.7,2016
1530000,10.7,2016
805000,10.7,2016
2050000,10.7,2016
2550000,10.7,2016
905000,10.7,2016
1355000,10.7,2016
1845000,10.7,2016
1760000,10.7,2016
2050000,10.7,2016
1620000,10.7,2016
940000,10.7,2016
1710000,10.7,2016
1800000,10.7,2016
1706000,10.7,2016
1300000,10.7,2016
770000,10.7,2017
2200000,10.7,2016
1400000,10.7,2016
900000,10.7,2016
2150000,10.7,2016
1725000,10.7,2016
1755000,10.7,2016
1650000,10.7,2016
1720000,10.7,2016
1815000,10.7,2016
1450000,10.7,2016
681000,10.7,2016
1511000,10.7,2016
1310000,10.7,2016
340000,10.7,2017
1537000,10.7,2017
1100000,10.7,2017
994000,10.7,2017
1447000,10.7,2017
692000,10.7,2016
1367000,10.7,2016
903000,10.7,2016
2820000,10.7,2016
1813000,10.7,2016
1655000,10.7,2016
1230000,10.7,2016
1389000,10.7,2016
750000,10.7,2016
1245000,10.7,2016
2310000,10.7,2016
1420000,10.7,2016
563000,10.7,2016
1014000,10.7,2016
428000,5.2,2016
1026000,5.2,2016
1802500,5.2,2016
1500000,5.2,2016
2230000,5.2,2017
1050000,5.2,2016
410000,5.2,2016
272500,5.2,2016
680000,5.2,2016
400000,5.2,2016
950000,5.2,2016
1310000,5.2,2016
860000,5.2,2016
845500,5.2,2016
860000,5.2,2016
605000,5.2,2016
1055000,5.2,2016
445000,5.2,2016
659500,5.2,2016
600000,5.2,2016
627000,5.2,2016
1450000,5.2,2016
990000,5.2,2016
1115000,5.2,2016
1125000,5.2,2016
855000,5.2,2016
910000,5.2,2016
940000,5.2,2016
1100000,5.2,2016
750000,5.2,2016
1056000,5.2,2016
620000,5.2,2016
880000,5.2,2016
1222500,5.2,2016
810000,5.2,2017
1105000,5.2,2017
1260000,5.2,2017
955000,5.2,2017
895000,5.2,2017
1094000,5.2,2017
1135000,5.2,2017
792000,5.2,2016
587000,5.2,2016
1060000,5.2,2016
840000,5.2,2016
890000,5.2,2016
1358000,5.2,2016
840000,5.2,2016
685000,5.2,2016
600000,5.2,2016
905000,5.2,2016
976000,5.2,2016
641000,5.2,2016
770000,5.2,2016
279500,5.2,2016
1800000,5.2,2016
1350000,5.2,2016
1320000,5.2,2016
825000,5.2,2016
860000,5.2,2016
830000,5.2,2016
936000,5.2,2016
1261000,5.2,2016
1045000,5.2,2016
1044000,5.2,2016
1050000,5.2,2016
1691500,5.2,2016
1075000,5.2,2016
620000,5.2,2016
501000,5.2,2017
1260000,5.2,2017
1650000,5.2,2017
601000,5.2,2017
800000,5.2,2017
1015000,5.2,2017
625000,5.2,2016
1700000,5.2,2016
815000,5.2,2016
435000,5.2,2016
890000,5.2,2016
1815000,5.2,2016
2500000,5.2,2016
860000,5.2,2016
491000,5.2,2016
990000,5.2,2016
350000,5.2,2016
871000,5.2,2016
985000,5.2,2016
1250000,5.2,2016
542000,5.2,2016
641000,5.2,2016
1395000,5.2,2016
